no_pais;no_sec_por;vl_fob;ano
Síria;Máquinas e aparelhos..;6527;2020
Síria;Matérias têxteis e s..;212452;2020
Síria;Obras de pedra, gess..;26457;2020
Síria;Plásticos e suas obr..;394546;2020
Síria;Produtos das indústr..;519081;2020
Síria;Produtos das indútri..;7169100;2020
Síria;Produtos do reino ve..;43327195;2020
Síria;Produtos minerais;81536;2020
Somália;Animais vivos e prod..;1222955;2020
Somália;Madeira, carvão vege..;61020;2020
Somália;Máquinas e aparelhos..;20845;2020
Somália;Plásticos e suas obr..;260334;2020
Somália;Produtos das indútri..;73468634;2020
Sri Lanka;Animais vivos e prod..;200917;2020
Sri Lanka;"Armas e munições; su..";311;2020
Sri Lanka;Calçado, chapéus e a..;158786;2020
Sri Lanka;Gorduras e óleos ani..;830;2020
Sri Lanka;Instrumentos e apare..;106409;2020
Sri Lanka;Máquinas e aparelhos..;670930;2020
Sri Lanka;Matérias têxteis e s..;3127172;2020
Sri Lanka;Metais comuns e suas..;77244;2020
Sri Lanka;Obras de pedra, gess..;2190;2020
Sri Lanka;Pastas de madeira ou..;704240;2020
Sri Lanka;Peles, couros, peles..;786758;2020
Sri Lanka;Plásticos e suas obr..;5141211;2020
Sri Lanka;Produtos das indústr..;2481006;2020
Sri Lanka;Produtos das indútri..;3243232;2020
Sri Lanka;Produtos do reino ve..;169822;2020
Sri Lanka;Produtos minerais;1398924;2020
Suazilândia;Calçado, chapéus e a..;2300;2020
Suazilândia;Instrumentos e apare..;27464;2020
Suazilândia;Máquinas e aparelhos..;200;2020
Suazilândia;Material de transpor..;9339;2020
Suazilândia;Peles, couros, peles..;1155;2020
Suazilândia;Plásticos e suas obr..;8926;2020
Sudão;Animais vivos e prod..;573061;2020
Sudão;Calçado, chapéus e a..;194045;2020
Sudão;Instrumentos e apare..;83855;2020
Sudão;Madeira, carvão vege..;96;2020
Sudão;Máquinas e aparelhos..;12264332;2020
Sudão;Material de transpor..;2304149;2020
Sudão;Matérias têxteis e s..;2368;2020
Sudão;Mercadorias e produt..;58527;2020
Sudão;Metais comuns e suas..;900827;2020
Sudão;Obras de pedra, gess..;111337;2020
Sudão;Pastas de madeira ou..;212128;2020
Sudão;Pérolas naturais ou ..;20000;2020
Sudão;Plásticos e suas obr..;655061;2020
Sudão;Produtos das indústr..;1425009;2020
Sudão;Produtos das indútri..;7931752;2020
Sudão;Produtos do reino ve..;89011;2020
Sudão do Sul;Animais vivos e prod..;4054183;2020
Sudão do Sul;Máquinas e aparelhos..;11558;2020
Sudão do Sul;Material de transpor..;3993;2020
Sudão do Sul;Metais comuns e suas..;2351;2020
Sudão do Sul;Plásticos e suas obr..;1882;2020
Sudão do Sul;Produtos das indústr..;38091;2020
Sudão do Sul;Produtos das indútri..;23508;2020
Suécia;Animais vivos e prod..;11947485;2020
Suécia;"Armas e munições; su..";342253;2020
Suécia;Calçado, chapéus e a..;3395504;2020
Suécia;Gorduras e óleos ani..;2226;2020
Suécia;Instrumentos e apare..;1778146;2020
Suécia;Madeira, carvão vege..;25688165;2020
Suécia;Máquinas e aparelhos..;57081338;2020
Suécia;Material de transpor..;9932798;2020
Suécia;Matérias têxteis e s..;68463;2020
Suécia;Mercadorias e produt..;74449;2020
Suécia;Metais comuns e suas..;11259379;2020
Suécia;Objetos de arte, de ..;1234;2020
Suécia;Obras de pedra, gess..;824399;2020
Suécia;Pastas de madeira ou..;285726;2020
Suécia;Peles, couros, peles..;196224;2020
Suécia;Pérolas naturais ou ..;309067;2020
Suécia;Plásticos e suas obr..;6258907;2020
Suécia;Produtos das indústr..;2992533;2020
Suécia;Produtos das indútri..;3394334;2020
Suécia;Produtos do reino ve..;95805160;2020
Suécia;Produtos minerais;149425691;2020
Suíça;Animais vivos e prod..;28012730;2020
Suíça;"Armas e munições; su..";78990;2020
Suíça;Calçado, chapéus e a..;656550;2020
Suíça;Gorduras e óleos ani..;6256164;2020
Suíça;Instrumentos e apare..;41254399;2020
Suíça;Madeira, carvão vege..;110907;2020
Suíça;Máquinas e aparelhos..;8555180;2020
Suíça;Material de transpor..;132801479;2020
Suíça;Matérias têxteis e s..;1218756;2020
Suíça;Mercadorias e produt..;1537130;2020
Suíça;Metais comuns e suas..;26587878;2020
Suíça;Objetos de arte, de ..;1161344;2020
Suíça;Obras de pedra, gess..;953578;2020
Suíça;Pastas de madeira ou..;49308;2020
Suíça;Peles, couros, peles..;829532;2020
Suíça;Pérolas naturais ou ..;1025232527;2020
Suíça;Plásticos e suas obr..;6179305;2020
Suíça;Produtos das indústr..;33252762;2020
Suíça;Produtos das indútri..;17400249;2020
Suíça;Produtos do reino ve..;12261899;2020
Suíça;Produtos minerais;14122530;2020
Suriname;Animais vivos e prod..;2639641;2020
Suriname;Calçado, chapéus e a..;955881;2020
Suriname;Gorduras e óleos ani..;860511;2020
Suriname;Instrumentos e apare..;67889;2020
Suriname;Madeira, carvão vege..;545166;2020
Suriname;Máquinas e aparelhos..;6249180;2020
Suriname;Material de transpor..;985366;2020
Suriname;Matérias têxteis e s..;258615;2020
Suriname;Mercadorias e produt..;1139775;2020
Suriname;Metais comuns e suas..;1469758;2020
Suriname;Objetos de arte, de ..;4008;2020
Suriname;Obras de pedra, gess..;1771741;2020
Suriname;Pastas de madeira ou..;608165;2020
Suriname;Peles, couros, peles..;25023;2020
Suriname;Pérolas naturais ou ..;32357;2020
Suriname;Plásticos e suas obr..;4249985;2020
Suriname;Produtos das indústr..;2054430;2020
Suriname;Produtos das indútri..;6846085;2020
Suriname;Produtos do reino ve..;351032;2020
Suriname;Produtos minerais;261224;2020
Tadjiquistão;Animais vivos e prod..;166300;2020
Tadjiquistão;Metais comuns e suas..;1109;2020
Tadjiquistão;Produtos das indútri..;29954;2020
Tailândia;Animais vivos e prod..;14717874;2020
Tailândia;"Armas e munições; su..";807588;2020
Tailândia;Calçado, chapéus e a..;4030571;2020
Tailândia;Gorduras e óleos ani..;752851;2020
Tailândia;Instrumentos e apare..;1517856;2020
Tailândia;Madeira, carvão vege..;9053285;2020
Tailândia;Máquinas e aparelhos..;45744994;2020
Tailândia;Material de transpor..;3582566;2020
Tailândia;Matérias têxteis e s..;30142944;2020
Tailândia;Mercadorias e produt..;55495;2020
Tailândia;Metais comuns e suas..;53931526;2020
Tailândia;Obras de pedra, gess..;283748;2020
Tailândia;Pastas de madeira ou..;20211003;2020
Tailândia;Peles, couros, peles..;31426005;2020
Tailândia;Pérolas naturais ou ..;1062025;2020
Tailândia;Plásticos e suas obr..;24799339;2020
Tailândia;Produtos das indústr..;37808046;2020
Tailândia;Produtos das indútri..;775503821;2020
Tailândia;Produtos do reino ve..;941505281;2020
Tailândia;Produtos minerais;3266521;2020
Taiwan (Formosa);Animais vivos e prod..;9881697;2020
Taiwan (Formosa);"Armas e munições; su..";101407;2020
Taiwan (Formosa);Calçado, chapéus e a..;2335072;2020
Taiwan (Formosa);Gorduras e óleos ani..;1410504;2020
Taiwan (Formosa);Instrumentos e apare..;1088358;2020
Taiwan (Formosa);Madeira, carvão vege..;10087662;2020
Taiwan (Formosa);Máquinas e aparelhos..;14560888;2020
Taiwan (Formosa);Material de transpor..;3730627;2020
Taiwan (Formosa);Matérias têxteis e s..;4834883;2020
Taiwan (Formosa);Mercadorias e produt..;30287;2020
Taiwan (Formosa);Metais comuns e suas..;50726301;2020
Taiwan (Formosa);Objetos de arte, de ..;8277;2020
Taiwan (Formosa);Obras de pedra, gess..;2583704;2020
Taiwan (Formosa);Pastas de madeira ou..;92572563;2020
Taiwan (Formosa);Peles, couros, peles..;20390983;2020
Taiwan (Formosa);Pérolas naturais ou ..;5701620;2020
Taiwan (Formosa);Plásticos e suas obr..;4945829;2020
Taiwan (Formosa);Produtos das indústr..;27850113;2020
Taiwan (Formosa);Produtos das indútri..;45082730;2020
Taiwan (Formosa);Produtos do reino ve..;776007610;2020
Taiwan (Formosa);Produtos minerais;190974909;2020
Tanzânia;Animais vivos e prod..;3014816;2020
Tanzânia;Calçado, chapéus e a..;29821;2020
Tanzânia;Instrumentos e apare..;30731;2020
Tanzânia;Madeira, carvão vege..;1064236;2020
Tanzânia;Máquinas e aparelhos..;3262829;2020
Tanzânia;Material de transpor..;176279;2020
Tanzânia;Mercadorias e produt..;108415;2020
Tanzânia;Metais comuns e suas..;199116;2020
Tanzânia;Obras de pedra, gess..;174998;2020
Tanzânia;Pastas de madeira ou..;1094022;2020
Tanzânia;Peles, couros, peles..;73469;2020
Tanzânia;Plásticos e suas obr..;1956810;2020
Tanzânia;Produtos das indústr..;899619;2020
Tanzânia;Produtos das indútri..;10471694;2020
Tanzânia;Produtos do reino ve..;82967;2020
Tanzânia;Produtos minerais;172;2020
Tcheca, República;Animais vivos e prod..;10474;2020
Tcheca, República;"Armas e munições; su..";152539;2020
Tcheca, República;Calçado, chapéus e a..;1027084;2020
Tcheca, República;Instrumentos e apare..;195190;2020
Tcheca, República;Madeira, carvão vege..;329298;2020
Tcheca, República;Máquinas e aparelhos..;17475131;2020
Tcheca, República;Material de transpor..;1667098;2020
Tcheca, República;Matérias têxteis e s..;103845;2020
Tcheca, República;Mercadorias e produt..;3007058;2020
Tcheca, República;Metais comuns e suas..;12436198;2020
Tcheca, República;Obras de pedra, gess..;169919;2020
Tcheca, República;Pastas de madeira ou..;2637;2020
Tcheca, República;Peles, couros, peles..;141608;2020
Tcheca, República;Pérolas naturais ou ..;1188075;2020
Tcheca, República;Plásticos e suas obr..;1774775;2020
Tcheca, República;Produtos das indústr..;520419;2020
Tcheca, República;Produtos das indútri..;2665005;2020
Tcheca, República;Produtos do reino ve..;1331012;2020
Tcheca, República;Produtos minerais;261869;2020
Terras Austrais Francesas;Calçado, chapéus e a..;3323;2020
Terras Austrais Francesas;Madeira, carvão vege..;160470;2020
Terras Austrais Francesas;Máquinas e aparelhos..;12991;2020
Terras Austrais Francesas;Material de transpor..;18940;2020
Terras Austrais Francesas;Matérias têxteis e s..;558;2020
Terras Austrais Francesas;Mercadorias e produt..;437;2020
Terras Austrais Francesas;Metais comuns e suas..;29355;2020
Terras Austrais Francesas;Obras de pedra, gess..;7156;2020
Território Britânico do Oceano Índico;Produtos das indústr..;5511;2020
Território Britânico do Oceano Índico;Produtos das indútri..;588942;2020
Timor Leste;Animais vivos e prod..;5019209;2020
Timor Leste;Máquinas e aparelhos..;241379;2020
Timor Leste;Material de transpor..;216;2020
Timor Leste;Matérias têxteis e s..;291;2020
Timor Leste;Mercadorias e produt..;3014;2020
Timor Leste;Metais comuns e suas..;11566;2020
Timor Leste;Obras de pedra, gess..;2259;2020
Timor Leste;Plásticos e suas obr..;1562;2020
Timor Leste;Produtos das indútri..;1796204;2020
Togo;Animais vivos e prod..;768537;2020
Togo;Calçado, chapéus e a..;132;2020
Togo;Gorduras e óleos ani..;44796;2020
Togo;Madeira, carvão vege..;35152;2020
Togo;Máquinas e aparelhos..;705514;2020
Togo;Material de transpor..;115448;2020
Togo;Matérias têxteis e s..;20192;2020
Togo;Mercadorias e produt..;22179;2020
Togo;Metais comuns e suas..;861;2020
Togo;Obras de pedra, gess..;26103;2020
Togo;Pastas de madeira ou..;1326057;2020
Togo;Peles, couros, peles..;36165;2020
Togo;Plásticos e suas obr..;781619;2020
Togo;Produtos das indústr..;396189;2020
Togo;Produtos das indútri..;92591489;2020
Togo;Produtos do reino ve..;293016;2020
Togo;Produtos minerais;124442;2020
Tonga;Animais vivos e prod..;77320;2020
Tonga;Instrumentos e apare..;1762;2020
Tonga;Máquinas e aparelhos..;40805;2020
Tonga;Mercadorias e produt..;5908;2020
Tonga;Metais comuns e suas..;33005;2020
Tonga;Plásticos e suas obr..;1963;2020
Tonga;Produtos das indústr..;11;2020
Tonga;Produtos das indútri..;415543;2020
Toquelau;Produtos das indútri..;1035960;2020
Trinidad e Tobago;Animais vivos e prod..;3049477;2020
Trinidad e Tobago;"Armas e munições; su..";7988;2020
Trinidad e Tobago;Calçado, chapéus e a..;528040;2020
Trinidad e Tobago;Gorduras e óleos ani..;1329755;2020
Trinidad e Tobago;Instrumentos e apare..;534182;2020
Trinidad e Tobago;Madeira, carvão vege..;8039051;2020
Trinidad e Tobago;Máquinas e aparelhos..;41932032;2020
Trinidad e Tobago;Material de transpor..;838749;2020
Trinidad e Tobago;Matérias têxteis e s..;64470;2020
Trinidad e Tobago;Mercadorias e produt..;1873989;2020
Trinidad e Tobago;Metais comuns e suas..;21105112;2020
Trinidad e Tobago;Obras de pedra, gess..;4998061;2020
Trinidad e Tobago;Pastas de madeira ou..;9999441;2020
Trinidad e Tobago;Peles, couros, peles..;3009;2020
Trinidad e Tobago;Pérolas naturais ou ..;9814;2020
Trinidad e Tobago;Plásticos e suas obr..;3493680;2020
Trinidad e Tobago;Produtos das indústr..;3110877;2020
Trinidad e Tobago;Produtos das indútri..;19079426;2020
Trinidad e Tobago;Produtos do reino ve..;8301206;2020
Trinidad e Tobago;Produtos minerais;86111110;2020
Tunísia;Animais vivos e prod..;3174402;2020
Tunísia;Calçado, chapéus e a..;238120;2020
Tunísia;Gorduras e óleos ani..;13746746;2020
Tunísia;Instrumentos e apare..;171720;2020
Tunísia;Madeira, carvão vege..;41178;2020
Tunísia;Máquinas e aparelhos..;1456901;2020
Tunísia;Material de transpor..;678866;2020
Tunísia;Matérias têxteis e s..;896547;2020
Tunísia;Mercadorias e produt..;2174;2020
Tunísia;Metais comuns e suas..;470167;2020
Tunísia;Obras de pedra, gess..;188904;2020
Tunísia;Pastas de madeira ou..;1058547;2020
Tunísia;Peles, couros, peles..;8075787;2020
Tunísia;Pérolas naturais ou ..;220;2020
Tunísia;Plásticos e suas obr..;454121;2020
Tunísia;Produtos das indústr..;1905216;2020
Tunísia;Produtos das indútri..;96168141;2020
Tunísia;Produtos do reino ve..;105485118;2020
Tunísia;Produtos minerais;1212;2020
Turcas e Caicos, Ilhas;Animais vivos e prod..;354;2020
Turcas e Caicos, Ilhas;Gorduras e óleos ani..;82;2020
Turcas e Caicos, Ilhas;Instrumentos e apare..;1600;2020
Turcas e Caicos, Ilhas;Madeira, carvão vege..;377750;2020
Turcas e Caicos, Ilhas;Matérias têxteis e s..;1400;2020
Turcas e Caicos, Ilhas;Mercadorias e produt..;289133;2020
Turcas e Caicos, Ilhas;Obras de pedra, gess..;186201;2020
Turcas e Caicos, Ilhas;Pérolas naturais ou ..;1872;2020
Turcas e Caicos, Ilhas;Produtos das indústr..;256;2020
Turcas e Caicos, Ilhas;Produtos das indútri..;63849;2020
Turcas e Caicos, Ilhas;Produtos do reino ve..;1473;2020
Turcomenistão;Animais vivos e prod..;1803733;2020
Turcomenistão;Máquinas e aparelhos..;229066;2020
Turcomenistão;Material de transpor..;30401896;2020
Turcomenistão;Pastas de madeira ou..;720;2020
Turcomenistão;Produtos das indútri..;50085;2020
Turquia;Animais vivos e prod..;131870391;2020
Turquia;"Armas e munições; su..";365567;2020
Turquia;Calçado, chapéus e a..;284185;2020
Turquia;Gorduras e óleos ani..;2700070;2020
Turquia;Instrumentos e apare..;3687898;2020
Turquia;Madeira, carvão vege..;1373925;2020
Turquia;Máquinas e aparelhos..;80955344;2020
Turquia;Material de transpor..;5674203;2020
Turquia;Matérias têxteis e s..;361320681;2020
Turquia;Mercadorias e produt..;164722;2020
Turquia;Metais comuns e suas..;195696090;2020
Turquia;Objetos de arte, de ..;1760;2020
Turquia;Obras de pedra, gess..;6388507;2020
Turquia;Pastas de madeira ou..;126271582;2020
Turquia;Peles, couros, peles..;1615875;2020
Turquia;Pérolas naturais ou ..;60274293;2020
Turquia;Plásticos e suas obr..;17600127;2020
Turquia;Produtos das indústr..;59592045;2020
Turquia;Produtos das indútri..;304725510;2020
Turquia;Produtos do reino ve..;954425258;2020
Turquia;Produtos minerais;449635928;2020
Tuvalu;Animais vivos e prod..;615;2020
Tuvalu;Gorduras e óleos ani..;78;2020
Tuvalu;Produtos das indústr..;3226;2020
Tuvalu;Produtos das indútri..;378;2020
Tuvalu;Produtos do reino ve..;765;2020
Tuvalu;Produtos minerais;654905;2020
Ucrânia;Animais vivos e prod..;11726490;2020
Ucrânia;Calçado, chapéus e a..;919571;2020
Ucrânia;Gorduras e óleos ani..;901;2020
Ucrânia;Instrumentos e apare..;196238;2020
Ucrânia;Madeira, carvão vege..;39493;2020
Ucrânia;Máquinas e aparelhos..;22115074;2020
Ucrânia;Material de transpor..;305637;2020
Ucrânia;Matérias têxteis e s..;94707;2020
Ucrânia;Mercadorias e produt..;12071;2020
Ucrânia;Metais comuns e suas..;3472069;2020
Ucrânia;Objetos de arte, de ..;1200;2020
Ucrânia;Obras de pedra, gess..;358164;2020
Ucrânia;Pastas de madeira ou..;802094;2020
Ucrânia;Peles, couros, peles..;160484;2020
Ucrânia;Pérolas naturais ou ..;14844;2020
Ucrânia;Plásticos e suas obr..;1030920;2020
Ucrânia;Produtos das indústr..;3078794;2020
Ucrânia;Produtos das indútri..;42624109;2020
Ucrânia;Produtos do reino ve..;35851035;2020
Ucrânia;Produtos minerais;14391795;2020
Uganda;Animais vivos e prod..;25868;2020
Uganda;Calçado, chapéus e a..;9921;2020
Uganda;Instrumentos e apare..;11963;2020
Uganda;Madeira, carvão vege..;71124;2020
Uganda;Máquinas e aparelhos..;3907705;2020
Uganda;Material de transpor..;1740568;2020
Uganda;Matérias têxteis e s..;110;2020
Uganda;Mercadorias e produt..;6122;2020
Uganda;Metais comuns e suas..;24513;2020
Uganda;Obras de pedra, gess..;20265;2020
Uganda;Pastas de madeira ou..;390385;2020
Uganda;Peles, couros, peles..;2742;2020
Uganda;Pérolas naturais ou ..;39;2020
Uganda;Plásticos e suas obr..;414295;2020
Uganda;Produtos das indústr..;249409;2020
Uganda;Produtos das indútri..;1549412;2020
Uganda;Produtos do reino ve..;142848;2020
Uganda;Produtos minerais;24;2020
Uruguai;Animais vivos e prod..;198107820;2020
Uruguai;"Armas e munições; su..";1732267;2020
Uruguai;Calçado, chapéus e a..;15350959;2020
Uruguai;Gorduras e óleos ani..;10627981;2020
Uruguai;Instrumentos e apare..;4672012;2020
Uruguai;Madeira, carvão vege..;11626274;2020
Uruguai;Máquinas e aparelhos..;152682144;2020
Uruguai;Material de transpor..;271247140;2020
Uruguai;Matérias têxteis e s..;57585395;2020
Uruguai;Mercadorias e produt..;63331997;2020
Uruguai;Metais comuns e suas..;175479696;2020
Uruguai;Objetos de arte, de ..;25000;2020
Uruguai;Obras de pedra, gess..;29835959;2020
Uruguai;Pastas de madeira ou..;53415452;2020
Uruguai;Peles, couros, peles..;7352683;2020
Uruguai;Pérolas naturais ou ..;547439;2020
Uruguai;Plásticos e suas obr..;135332128;2020
Uruguai;Produtos das indústr..;115605636;2020
Uruguai;Produtos das indútri..;168309202;2020
Uruguai;Produtos do reino ve..;84156179;2020
Uruguai;Produtos minerais;204651642;2020
Uzbequistão;Animais vivos e prod..;1010244;2020
Uzbequistão;Instrumentos e apare..;33216;2020
Uzbequistão;Máquinas e aparelhos..;939258;2020
Uzbequistão;Material de transpor..;10322829;2020
Uzbequistão;Matérias têxteis e s..;28985;2020
Uzbequistão;Metais comuns e suas..;2378757;2020
Uzbequistão;Obras de pedra, gess..;2587899;2020
Uzbequistão;Pastas de madeira ou..;920;2020
Uzbequistão;Peles, couros, peles..;485;2020
Uzbequistão;Plásticos e suas obr..;1458905;2020
Uzbequistão;Produtos das indústr..;1244872;2020
Uzbequistão;Produtos das indútri..;24586918;2020
Uzbequistão;Produtos do reino ve..;155400;2020
Uzbequistão;Produtos minerais;99;2020
Vanuatu;Animais vivos e prod..;2717;2020
Vanuatu;Gorduras e óleos ani..;156;2020
Vanuatu;Madeira, carvão vege..;185;2020
Vanuatu;Máquinas e aparelhos..;1099;2020
Vanuatu;Material de transpor..;4900;2020
Vanuatu;Mercadorias e produt..;2177;2020
Vanuatu;Metais comuns e suas..;46851;2020
Vanuatu;Pastas de madeira ou..;87;2020
Vanuatu;Pérolas naturais ou ..;55;2020
Vanuatu;Plásticos e suas obr..;2931;2020
Vanuatu;Produtos das indústr..;248;2020
Vanuatu;Produtos das indútri..;2356;2020
Vanuatu;Produtos do reino ve..;2046;2020
Vanuatu;Produtos minerais;127290;2020
Vaticano;Obras de pedra, gess..;3392;2020
Vaticano;Pérolas naturais ou ..;2205;2020
Venezuela;Animais vivos e prod..;12104692;2020
Venezuela;Calçado, chapéus e a..;282225;2020
Venezuela;Gorduras e óleos ani..;142292606;2020
Venezuela;Instrumentos e apare..;428145;2020
Venezuela;Madeira, carvão vege..;2087297;2020
Venezuela;Máquinas e aparelhos..;21672432;2020
Venezuela;Material de transpor..;2982561;2020
Venezuela;Matérias têxteis e s..;2706529;2020
Venezuela;Mercadorias e produt..;1299031;2020
Venezuela;Metais comuns e suas..;7919447;2020
Venezuela;Obras de pedra, gess..;2031725;2020
Venezuela;Pastas de madeira ou..;12053575;2020
Venezuela;Peles, couros, peles..;93247;2020
Venezuela;Pérolas naturais ou ..;56313;2020
Venezuela;Plásticos e suas obr..;13795725;2020
Venezuela;Produtos das indústr..;27250591;2020
Venezuela;Produtos das indútri..;330672611;2020
Venezuela;Produtos do reino ve..;194780236;2020
Venezuela;Produtos minerais;7611954;2020
Vietnã;Animais vivos e prod..;137729343;2020
Vietnã;Calçado, chapéus e a..;1288178;2020
Vietnã;Gorduras e óleos ani..;2052588;2020
Vietnã;Instrumentos e apare..;1630864;2020
Vietnã;Madeira, carvão vege..;60724664;2020
Vietnã;Máquinas e aparelhos..;41873391;2020
Vietnã;Material de transpor..;2062516;2020
Vietnã;Matérias têxteis e s..;524128961;2020
Vietnã;Mercadorias e produt..;277473;2020
Vietnã;Metais comuns e suas..;15722260;2020
Vietnã;Obras de pedra, gess..;10297505;2020
Vietnã;Pastas de madeira ou..;14585393;2020
Vietnã;Peles, couros, peles..;59954864;2020
Vietnã;Pérolas naturais ou ..;159128;2020
Vietnã;Plásticos e suas obr..;17226009;2020
Vietnã;Produtos das indústr..;11534044;2020
Vietnã;Produtos das indútri..;325516415;2020
Vietnã;Produtos do reino ve..;1034567849;2020
Vietnã;Produtos minerais;2891086;2020
Virgens, Ilhas (Americanas);Animais vivos e prod..;21032;2020
Virgens, Ilhas (Americanas);Madeira, carvão vege..;74316;2020
Virgens, Ilhas (Americanas);Máquinas e aparelhos..;691211;2020
Virgens, Ilhas (Americanas);Material de transpor..;2041412;2020
Virgens, Ilhas (Americanas);Matérias têxteis e s..;355;2020
Virgens, Ilhas (Americanas);Mercadorias e produt..;1548;2020
Virgens, Ilhas (Americanas);Obras de pedra, gess..;72698;2020
Virgens, Ilhas (Americanas);Plásticos e suas obr..;78031;2020
Virgens, Ilhas (Britânicas);Animais vivos e prod..;385084;2020
Virgens, Ilhas (Britânicas);Instrumentos e apare..;1577;2020
Virgens, Ilhas (Britânicas);Madeira, carvão vege..;94464;2020
Virgens, Ilhas (Britânicas);Máquinas e aparelhos..;625294;2020
Virgens, Ilhas (Britânicas);Material de transpor..;4010180;2020
Virgens, Ilhas (Britânicas);Metais comuns e suas..;86;2020
Virgens, Ilhas (Britânicas);Obras de pedra, gess..;83694;2020
Virgens, Ilhas (Britânicas);Peles, couros, peles..;1040297;2020
Virgens, Ilhas (Britânicas);Plásticos e suas obr..;14205;2020
Virgens, Ilhas (Britânicas);Produtos das indústr..;192;2020
Virgens, Ilhas (Britânicas);Produtos das indútri..;7261915;2020
Virgens, Ilhas (Britânicas);Produtos do reino ve..;12167231;2020
Virgens, Ilhas (Britânicas);Produtos minerais;18375;2020
Wallis e Futuna, Ilhas;Animais vivos e prod..;56258;2020
Wallis e Futuna, Ilhas;Material de transpor..;57;2020
Zâmbia;Animais vivos e prod..;393948;2020
Zâmbia;"Armas e munições; su..";102396;2020
Zâmbia;Calçado, chapéus e a..;105567;2020
Zâmbia;Instrumentos e apare..;7479;2020
Zâmbia;Máquinas e aparelhos..;1408884;2020
Zâmbia;Material de transpor..;655479;2020
Zâmbia;Matérias têxteis e s..;12483;2020
Zâmbia;Mercadorias e produt..;671397;2020
Zâmbia;Metais comuns e suas..;44389;2020
Zâmbia;Obras de pedra, gess..;4365;2020
Zâmbia;Pastas de madeira ou..;6399;2020
Zâmbia;Peles, couros, peles..;12479;2020
Zâmbia;Plásticos e suas obr..;21005;2020
Zâmbia;Produtos das indústr..;73146;2020
Zâmbia;Produtos das indútri..;20530;2020
Zâmbia;Produtos do reino ve..;22420;2020
Zâmbia;Produtos minerais;3283;2020
Zimbábue;Instrumentos e apare..;11914;2020
Zimbábue;Máquinas e aparelhos..;1425696;2020
Zimbábue;Material de transpor..;133912;2020
Zimbábue;Matérias têxteis e s..;5087;2020
Zimbábue;Mercadorias e produt..;152;2020
Zimbábue;Metais comuns e suas..;120101;2020
Zimbábue;Obras de pedra, gess..;5623;2020
Zimbábue;Pastas de madeira ou..;573925;2020
Zimbábue;Peles, couros, peles..;15218;2020
Zimbábue;Pérolas naturais ou ..;284;2020
Zimbábue;Plásticos e suas obr..;69630;2020
Zimbábue;Produtos das indústr..;1652708;2020
Zimbábue;Produtos das indútri..;32862;2020
Zimbábue;Produtos do reino ve..;50;2020
