no_pais;no_sec_por;vl_fob;ano
Afeganistão;Animais vivos e prod..;15956735;2020
Afeganistão;Instrumentos e apare..;104000;2020
Afeganistão;Madeira, carvão vege..;29201;2020
Afeganistão;Máquinas e aparelhos..;76919;2020
Afeganistão;Matérias têxteis e s..;559969;2020
Afeganistão;Metais comuns e suas..;146;2020
Afeganistão;Pastas de madeira ou..;470;2020
Afeganistão;Plásticos e suas obr..;529;2020
Afeganistão;Produtos das indústr..;166081;2020
Afeganistão;Produtos das indútri..;18818444;2020
Afeganistão;Produtos do reino ve..;1674863;2020
Afeganistão;Produtos minerais;42535;2020
África do Sul;Animais vivos e prod..;139445465;2020
África do Sul;"Armas e munições; su..";1649015;2020
África do Sul;Calçado, chapéus e a..;4483266;2020
África do Sul;Gorduras e óleos ani..;2488483;2020
África do Sul;Instrumentos e apare..;4750433;2020
África do Sul;Madeira, carvão vege..;15239326;2020
África do Sul;Máquinas e aparelhos..;119067369;2020
África do Sul;Material de transpor..;116744663;2020
África do Sul;Matérias têxteis e s..;2704669;2020
África do Sul;Mercadorias e produt..;5057157;2020
África do Sul;Metais comuns e suas..;104489487;2020
África do Sul;Obras de pedra, gess..;5465858;2020
África do Sul;Pastas de madeira ou..;85890206;2020
África do Sul;Peles, couros, peles..;2701595;2020
África do Sul;Pérolas naturais ou ..;18892832;2020
África do Sul;Plásticos e suas obr..;27913897;2020
África do Sul;Produtos das indústr..;50458508;2020
África do Sul;Produtos das indútri..;90680535;2020
África do Sul;Produtos do reino ve..;80009975;2020
África do Sul;Produtos minerais;110895011;2020
Aland, Ilhas;Máquinas e aparelhos..;140;2020
Aland, Ilhas;Obras de pedra, gess..;1042;2020
Aland, Ilhas;Produtos das indútri..;21;2020
Albânia;Animais vivos e prod..;32468175;2020
Albânia;"Armas e munições; su..";65000;2020
Albânia;Calçado, chapéus e a..;113595;2020
Albânia;Gorduras e óleos ani..;85296;2020
Albânia;Instrumentos e apare..;41029;2020
Albânia;Máquinas e aparelhos..;333033;2020
Albânia;Material de transpor..;1345;2020
Albânia;Matérias têxteis e s..;2319;2020
Albânia;Mercadorias e produt..;4955;2020
Albânia;Metais comuns e suas..;9560334;2020
Albânia;Pastas de madeira ou..;40972;2020
Albânia;Peles, couros, peles..;55457;2020
Albânia;Plásticos e suas obr..;12501;2020
Albânia;Produtos das indústr..;39059;2020
Albânia;Produtos das indútri..;2744374;2020
Albânia;Produtos do reino ve..;3051338;2020
Albânia;Produtos minerais;74032;2020
Alemanha;Animais vivos e prod..;98732327;2020
Alemanha;"Armas e munições; su..";8665993;2020
Alemanha;Calçado, chapéus e a..;55994750;2020
Alemanha;Gorduras e óleos ani..;21691504;2020
Alemanha;Instrumentos e apare..;27124076;2020
Alemanha;Madeira, carvão vege..;51501639;2020
Alemanha;Máquinas e aparelhos..;492450986;2020
Alemanha;Material de transpor..;88109026;2020
Alemanha;Matérias têxteis e s..;4027805;2020
Alemanha;Mercadorias e produt..;10193437;2020
Alemanha;Metais comuns e suas..;86435588;2020
Alemanha;Objetos de arte, de ..;1579270;2020
Alemanha;Obras de pedra, gess..;28628565;2020
Alemanha;Pastas de madeira ou..;107806460;2020
Alemanha;Peles, couros, peles..;42217753;2020
Alemanha;Pérolas naturais ou ..;157032040;2020
Alemanha;Plásticos e suas obr..;32314986;2020
Alemanha;Produtos das indústr..;268130739;2020
Alemanha;Produtos das indútri..;645268565;2020
Alemanha;Produtos do reino ve..;1050633924;2020
Alemanha;Produtos minerais;845189206;2020
Andorra;Instrumentos e apare..;843;2020
Andorra;Madeira, carvão vege..;44467;2020
Andorra;Máquinas e aparelhos..;121450;2020
Andorra;Material de transpor..;27374;2020
Andorra;Matérias têxteis e s..;24;2020
Andorra;Metais comuns e suas..;1755;2020
Andorra;Pastas de madeira ou..;72;2020
Andorra;Pérolas naturais ou ..;54;2020
Andorra;Plásticos e suas obr..;1975;2020
Andorra;Produtos das indústr..;3628;2020
Andorra;Produtos minerais;361;2020
Angola;Animais vivos e prod..;78733255;2020
Angola;Calçado, chapéus e a..;9271756;2020
Angola;Gorduras e óleos ani..;3607310;2020
Angola;Instrumentos e apare..;2406191;2020
Angola;Madeira, carvão vege..;1425454;2020
Angola;Máquinas e aparelhos..;38115213;2020
Angola;Material de transpor..;36575656;2020
Angola;Matérias têxteis e s..;2470151;2020
Angola;Mercadorias e produt..;4824651;2020
Angola;Metais comuns e suas..;10382509;2020
Angola;Objetos de arte, de ..;4329;2020
Angola;Obras de pedra, gess..;1164236;2020
Angola;Pastas de madeira ou..;1592477;2020
Angola;Peles, couros, peles..;81658;2020
Angola;Pérolas naturais ou ..;2087;2020
Angola;Plásticos e suas obr..;1546170;2020
Angola;Produtos das indústr..;8413052;2020
Angola;Produtos das indútri..;117919028;2020
Angola;Produtos do reino ve..;31546316;2020
Angola;Produtos minerais;236334;2020
Anguilla;Animais vivos e prod..;603953;2020
Anguilla;Matérias têxteis e s..;2340;2020
Anguilla;Peles, couros, peles..;1387;2020
Anguilla;Produtos das indústr..;384;2020
Anguilla;Produtos minerais;3700;2020
Antártica;Máquinas e aparelhos..;161861;2020
Antártica;Plásticos e suas obr..;2445;2020
Antártica;Produtos das indútri..;0;2020
Antártica;Produtos minerais;2943885;2020
Antígua e Barbuda;Animais vivos e prod..;5241482;2020
Antígua e Barbuda;Calçado, chapéus e a..;4324;2020
Antígua e Barbuda;Gorduras e óleos ani..;380242;2020
Antígua e Barbuda;Instrumentos e apare..;19744;2020
Antígua e Barbuda;Madeira, carvão vege..;768696;2020
Antígua e Barbuda;Máquinas e aparelhos..;93274;2020
Antígua e Barbuda;Material de transpor..;1426958;2020
Antígua e Barbuda;Matérias têxteis e s..;44773;2020
Antígua e Barbuda;Mercadorias e produt..;9845;2020
Antígua e Barbuda;Metais comuns e suas..;21169;2020
Antígua e Barbuda;Objetos de arte, de ..;161;2020
Antígua e Barbuda;Obras de pedra, gess..;259154;2020
Antígua e Barbuda;Pastas de madeira ou..;3286;2020
Antígua e Barbuda;Peles, couros, peles..;608;2020
Antígua e Barbuda;Pérolas naturais ou ..;29208;2020
Antígua e Barbuda;Plásticos e suas obr..;10699;2020
Antígua e Barbuda;Produtos das indústr..;139503;2020
Antígua e Barbuda;Produtos das indútri..;526055;2020
Antígua e Barbuda;Produtos do reino ve..;307567;2020
Antígua e Barbuda;Produtos minerais;13790090;2020
Arábia Saudita;Animais vivos e prod..;892474414;2020
Arábia Saudita;"Armas e munições; su..";18871559;2020
Arábia Saudita;Calçado, chapéus e a..;3790621;2020
Arábia Saudita;Gorduras e óleos ani..;635135;2020
Arábia Saudita;Instrumentos e apare..;1750637;2020
Arábia Saudita;Madeira, carvão vege..;40685078;2020
Arábia Saudita;Máquinas e aparelhos..;89540900;2020
Arábia Saudita;Material de transpor..;3500496;2020
Arábia Saudita;Matérias têxteis e s..;672221;2020
Arábia Saudita;Mercadorias e produt..;1820323;2020
Arábia Saudita;Metais comuns e suas..;28114458;2020
Arábia Saudita;Objetos de arte, de ..;720;2020
Arábia Saudita;Obras de pedra, gess..;4145825;2020
Arábia Saudita;Pastas de madeira ou..;28643696;2020
Arábia Saudita;Peles, couros, peles..;40048;2020
Arábia Saudita;Pérolas naturais ou ..;128068;2020
Arábia Saudita;Plásticos e suas obr..;15169883;2020
Arábia Saudita;Produtos das indústr..;12752199;2020
Arábia Saudita;Produtos das indútri..;419168861;2020
Arábia Saudita;Produtos do reino ve..;284430573;2020
Arábia Saudita;Produtos minerais;40583719;2020
Argélia;Animais vivos e prod..;46010733;2020
Argélia;Calçado, chapéus e a..;856603;2020
Argélia;Gorduras e óleos ani..;36046343;2020
Argélia;Instrumentos e apare..;730958;2020
Argélia;Madeira, carvão vege..;701194;2020
Argélia;Máquinas e aparelhos..;7077540;2020
Argélia;Material de transpor..;468142;2020
Argélia;Matérias têxteis e s..;2604256;2020
Argélia;Mercadorias e produt..;184487;2020
Argélia;Metais comuns e suas..;12477299;2020
Argélia;Obras de pedra, gess..;246154;2020
Argélia;Pastas de madeira ou..;4470556;2020
Argélia;Peles, couros, peles..;4;2020
Argélia;Plásticos e suas obr..;1928722;2020
Argélia;Produtos das indústr..;1140871;2020
Argélia;Produtos das indútri..;676124049;2020
Argélia;Produtos do reino ve..;344755502;2020
Argélia;Produtos minerais;44240056;2020
Argentina;Animais vivos e prod..;103008486;2020
Argentina;"Armas e munições; su..";1191165;2020
Argentina;Calçado, chapéus e a..;82795830;2020
Argentina;Gorduras e óleos ani..;2870966;2020
Argentina;Instrumentos e apare..;89344601;2020
Argentina;Madeira, carvão vege..;19881693;2020
Argentina;Máquinas e aparelhos..;1112371714;2020
Argentina;Material de transpor..;2857539675;2020
Argentina;Matérias têxteis e s..;180734872;2020
Argentina;Mercadorias e produt..;65346514;2020
Argentina;Metais comuns e suas..;844442226;2020
Argentina;Objetos de arte, de ..;2432;2020
Argentina;Obras de pedra, gess..;113344191;2020
Argentina;Pastas de madeira ou..;384307628;2020
Argentina;Peles, couros, peles..;5050029;2020
Argentina;Pérolas naturais ou ..;2323393;2020
Argentina;Plásticos e suas obr..;818428045;2020
Argentina;Produtos das indústr..;985639339;2020
Argentina;Produtos das indútri..;295315914;2020
Argentina;Produtos do reino ve..;252360316;2020
Argentina;Produtos minerais;272418925;2020
Armênia;Animais vivos e prod..;1464686;2020
Armênia;Calçado, chapéus e a..;65467;2020
Armênia;Instrumentos e apare..;102326;2020
Armênia;Máquinas e aparelhos..;9140;2020
Armênia;Matérias têxteis e s..;1503;2020
Armênia;Mercadorias e produt..;34952;2020
Armênia;Obras de pedra, gess..;92025;2020
Armênia;Pastas de madeira ou..;45172;2020
Armênia;Peles, couros, peles..;41935;2020
Armênia;Plásticos e suas obr..;1099;2020
Armênia;Produtos das indústr..;2699;2020
Armênia;Produtos das indútri..;25057312;2020
Armênia;Produtos do reino ve..;112416;2020
Aruba;Animais vivos e prod..;14122334;2020
Aruba;Calçado, chapéus e a..;170976;2020
Aruba;Instrumentos e apare..;11576;2020
Aruba;Madeira, carvão vege..;1731322;2020
Aruba;Máquinas e aparelhos..;113357;2020
Aruba;Material de transpor..;1493333;2020
Aruba;Matérias têxteis e s..;76800;2020
Aruba;Mercadorias e produt..;163046;2020
Aruba;Metais comuns e suas..;9569696;2020
Aruba;Obras de pedra, gess..;485311;2020
Aruba;Pastas de madeira ou..;128980;2020
Aruba;Peles, couros, peles..;12131;2020
Aruba;Pérolas naturais ou ..;2376;2020
Aruba;Plásticos e suas obr..;70942;2020
Aruba;Produtos das indústr..;68487;2020
Aruba;Produtos das indútri..;549216;2020
Aruba;Produtos do reino ve..;127206;2020
Aruba;Produtos minerais;11715;2020
Austrália;Animais vivos e prod..;13673991;2020
Austrália;"Armas e munições; su..";298463;2020
Austrália;Calçado, chapéus e a..;15107258;2020
Austrália;Gorduras e óleos ani..;3077858;2020
Austrália;Instrumentos e apare..;1289820;2020
Austrália;Madeira, carvão vege..;8344157;2020
Austrália;Máquinas e aparelhos..;155633096;2020
Austrália;Material de transpor..;37654698;2020
Austrália;Matérias têxteis e s..;3193963;2020
Austrália;Mercadorias e produt..;1812560;2020
Austrália;Metais comuns e suas..;10894131;2020
Austrália;Objetos de arte, de ..;72000;2020
Austrália;Obras de pedra, gess..;8455147;2020
Austrália;Pastas de madeira ou..;15867043;2020
Austrália;Peles, couros, peles..;3809226;2020
Austrália;Pérolas naturais ou ..;4015192;2020
Austrália;Plásticos e suas obr..;17912005;2020
Austrália;Produtos das indústr..;38353581;2020
Austrália;Produtos das indútri..;55612967;2020
Austrália;Produtos do reino ve..;71045899;2020
Austrália;Produtos minerais;755423;2020
Áustria;Animais vivos e prod..;522691;2020
Áustria;"Armas e munições; su..";491258;2020
Áustria;Calçado, chapéus e a..;1384459;2020
Áustria;Gorduras e óleos ani..;249384;2020
Áustria;Instrumentos e apare..;3692574;2020
Áustria;Madeira, carvão vege..;52395;2020
Áustria;Máquinas e aparelhos..;49823202;2020
Áustria;Material de transpor..;726844;2020
Áustria;Matérias têxteis e s..;459047;2020
Áustria;Mercadorias e produt..;17169;2020
Áustria;Metais comuns e suas..;3376215;2020
Áustria;Objetos de arte, de ..;5243;2020
Áustria;Obras de pedra, gess..;670883;2020
Áustria;Pastas de madeira ou..;10832989;2020
Áustria;Peles, couros, peles..;155499;2020
Áustria;Pérolas naturais ou ..;58673;2020
Áustria;Plásticos e suas obr..;2254038;2020
Áustria;Produtos das indústr..;851724;2020
Áustria;Produtos das indútri..;37192452;2020
Áustria;Produtos do reino ve..;1514395;2020
Áustria;Produtos minerais;289538;2020
Azerbaijão;Animais vivos e prod..;2416802;2020
Azerbaijão;"Armas e munições; su..";580402;2020
Azerbaijão;Calçado, chapéus e a..;859;2020
Azerbaijão;Gorduras e óleos ani..;10887;2020
Azerbaijão;Instrumentos e apare..;135579;2020
Azerbaijão;Máquinas e aparelhos..;236553;2020
Azerbaijão;Matérias têxteis e s..;4138;2020
Azerbaijão;Mercadorias e produt..;3865;2020
Azerbaijão;Metais comuns e suas..;2273393;2020
Azerbaijão;Obras de pedra, gess..;1334;2020
Azerbaijão;Pastas de madeira ou..;285;2020
Azerbaijão;Peles, couros, peles..;286;2020
Azerbaijão;Pérolas naturais ou ..;3856;2020
Azerbaijão;Plásticos e suas obr..;13877;2020
Azerbaijão;Produtos das indústr..;572247;2020
Azerbaijão;Produtos das indútri..;2774145;2020
Azerbaijão;Produtos do reino ve..;318613;2020
Azerbaijão;Produtos minerais;643;2020
Bahamas;Animais vivos e prod..;16241193;2020
Bahamas;Calçado, chapéus e a..;2900;2020
Bahamas;Gorduras e óleos ani..;22853;2020
Bahamas;Instrumentos e apare..;30570;2020
Bahamas;Madeira, carvão vege..;683834;2020
Bahamas;Máquinas e aparelhos..;320917;2020
Bahamas;Material de transpor..;227909;2020
Bahamas;Matérias têxteis e s..;74971;2020
Bahamas;Mercadorias e produt..;84874;2020
Bahamas;Metais comuns e suas..;214118;2020
Bahamas;Obras de pedra, gess..;637905;2020
Bahamas;Pastas de madeira ou..;107176;2020
Bahamas;Peles, couros, peles..;4854;2020
Bahamas;Pérolas naturais ou ..;384;2020
Bahamas;Plásticos e suas obr..;50178;2020
Bahamas;Produtos das indústr..;811907;2020
Bahamas;Produtos das indútri..;9652460;2020
Bahamas;Produtos do reino ve..;734200;2020
Bahamas;Produtos minerais;142200513;2020
Bangladesh;Animais vivos e prod..;3585;2020
Bangladesh;Calçado, chapéus e a..;62239;2020
Bangladesh;Gorduras e óleos ani..;119133968;2020
Bangladesh;Instrumentos e apare..;2076612;2020
Bangladesh;Madeira, carvão vege..;238631;2020
Bangladesh;Máquinas e aparelhos..;1204797;2020
Bangladesh;Matérias têxteis e s..;324802398;2020
Bangladesh;Mercadorias e produt..;164;2020
Bangladesh;Metais comuns e suas..;46111374;2020
Bangladesh;Objetos de arte, de ..;835000;2020
Bangladesh;Obras de pedra, gess..;639;2020
Bangladesh;Pastas de madeira ou..;3856452;2020
Bangladesh;Peles, couros, peles..;337423;2020
Bangladesh;Plásticos e suas obr..;27555;2020
Bangladesh;Produtos das indústr..;614344;2020
Bangladesh;Produtos das indútri..;636096526;2020
Bangladesh;Produtos do reino ve..;385807290;2020
Bangladesh;Produtos minerais;3963524;2020
Barbados;Animais vivos e prod..;21605;2020
Barbados;Calçado, chapéus e a..;301686;2020
Barbados;Gorduras e óleos ani..;1391;2020
Barbados;Instrumentos e apare..;70243;2020
Barbados;Madeira, carvão vege..;2088707;2020
Barbados;Máquinas e aparelhos..;801954;2020
Barbados;Material de transpor..;408490;2020
Barbados;Matérias têxteis e s..;45548;2020
Barbados;Mercadorias e produt..;151929;2020
Barbados;Metais comuns e suas..;97775;2020
Barbados;Obras de pedra, gess..;639815;2020
Barbados;Pastas de madeira ou..;1039103;2020
Barbados;Peles, couros, peles..;13550;2020
Barbados;Pérolas naturais ou ..;4382;2020
Barbados;Plásticos e suas obr..;391400;2020
Barbados;Produtos das indústr..;58893;2020
Barbados;Produtos das indútri..;2159202;2020
Barbados;Produtos do reino ve..;1234821;2020
Barbados;Produtos minerais;2092233;2020
Barein;Animais vivos e prod..;53291803;2020
Barein;"Armas e munições; su..";432407;2020
Barein;Calçado, chapéus e a..;386126;2020
Barein;Gorduras e óleos ani..;3020;2020
Barein;Instrumentos e apare..;48880;2020
Barein;Madeira, carvão vege..;114019;2020
Barein;Máquinas e aparelhos..;1954284;2020
Barein;Material de transpor..;56129;2020
Barein;Matérias têxteis e s..;38244;2020
Barein;Mercadorias e produt..;59287;2020
Barein;Metais comuns e suas..;6267489;2020
Barein;Obras de pedra, gess..;634897;2020
Barein;Pastas de madeira ou..;240589;2020
Barein;Peles, couros, peles..;1010;2020
Barein;Pérolas naturais ou ..;910;2020
Barein;Plásticos e suas obr..;267441;2020
Barein;Produtos das indústr..;63709823;2020
Barein;Produtos das indútri..;1291099;2020
Barein;Produtos do reino ve..;321535;2020
Barein;Produtos minerais;544686498;2020
Belarus;Animais vivos e prod..;206292;2020
Belarus;Calçado, chapéus e a..;95129;2020
Belarus;Instrumentos e apare..;139114;2020
Belarus;Madeira, carvão vege..;32168;2020
Belarus;Máquinas e aparelhos..;1108814;2020
Belarus;Material de transpor..;29268207;2020
Belarus;Matérias têxteis e s..;31186;2020
Belarus;Mercadorias e produt..;732;2020
Belarus;Metais comuns e suas..;113059;2020
Belarus;Obras de pedra, gess..;86316;2020
Belarus;Pastas de madeira ou..;4;2020
Belarus;Pérolas naturais ou ..;675;2020
Belarus;Plásticos e suas obr..;108258;2020
Belarus;Produtos das indústr..;246186;2020
Belarus;Produtos das indútri..;22696786;2020
Belarus;Produtos do reino ve..;2031763;2020
Belarus;Produtos minerais;4958;2020
Bélgica;Animais vivos e prod..;8147477;2020
Bélgica;"Armas e munições; su..";3106387;2020
Bélgica;Calçado, chapéus e a..;8128946;2020
Bélgica;Gorduras e óleos ani..;1706718;2020
Bélgica;Instrumentos e apare..;14092088;2020
Bélgica;Madeira, carvão vege..;86905738;2020
Bélgica;Máquinas e aparelhos..;89362671;2020
Bélgica;Material de transpor..;35897504;2020
Bélgica;Matérias têxteis e s..;8383137;2020
Bélgica;Mercadorias e produt..;1467259;2020
Bélgica;Metais comuns e suas..;185976637;2020
Bélgica;Objetos de arte, de ..;3766418;2020
Bélgica;Obras de pedra, gess..;9140548;2020
Bélgica;Pastas de madeira ou..;71002094;2020
Bélgica;Peles, couros, peles..;120357;2020
Bélgica;Pérolas naturais ou ..;314620729;2020
Bélgica;Plásticos e suas obr..;106980312;2020
Bélgica;Produtos das indústr..;101838555;2020
Bélgica;Produtos das indútri..;918968083;2020
Bélgica;Produtos do reino ve..;522593941;2020
Bélgica;Produtos minerais;148222788;2020
Belize;Animais vivos e prod..;20898;2020
Belize;Calçado, chapéus e a..;500;2020
Belize;Gorduras e óleos ani..;1800;2020
Belize;Instrumentos e apare..;3268;2020
Belize;Madeira, carvão vege..;1020009;2020
Belize;Máquinas e aparelhos..;1004325;2020
Belize;Material de transpor..;110402;2020
Belize;Matérias têxteis e s..;25523;2020
Belize;Mercadorias e produt..;427314;2020
Belize;Metais comuns e suas..;78186;2020
Belize;Obras de pedra, gess..;543754;2020
Belize;Pastas de madeira ou..;145375;2020
Belize;Peles, couros, peles..;18;2020
Belize;Plásticos e suas obr..;52881;2020
Belize;Produtos das indústr..;125071;2020
Belize;Produtos das indútri..;831583;2020
Belize;Produtos do reino ve..;918857;2020
Belize;Produtos minerais;1192166;2020
Benin;Animais vivos e prod..;4061077;2020
Benin;Calçado, chapéus e a..;45908;2020
Benin;Gorduras e óleos ani..;108;2020
Benin;Instrumentos e apare..;69964;2020
Benin;Madeira, carvão vege..;14682;2020
Benin;Máquinas e aparelhos..;7356454;2020
Benin;Material de transpor..;11786281;2020
Benin;Matérias têxteis e s..;124791;2020
Benin;Mercadorias e produt..;28588;2020
Benin;Metais comuns e suas..;885520;2020
Benin;Obras de pedra, gess..;40211;2020
Benin;Pastas de madeira ou..;467936;2020
Benin;Peles, couros, peles..;1191;2020
Benin;Pérolas naturais ou ..;24075;2020
Benin;Plásticos e suas obr..;1201398;2020
Benin;Produtos das indústr..;589682;2020
Benin;Produtos das indútri..;97331305;2020
Benin;Produtos do reino ve..;862150;2020
Benin;Produtos minerais;2507147;2020
Bermudas;Animais vivos e prod..;1689652;2020
Bermudas;Calçado, chapéus e a..;21954;2020
Bermudas;Gorduras e óleos ani..;2465;2020
Bermudas;Instrumentos e apare..;3794;2020
Bermudas;Madeira, carvão vege..;76875;2020
Bermudas;Máquinas e aparelhos..;452764;2020
Bermudas;Material de transpor..;5532;2020
Bermudas;Matérias têxteis e s..;16996;2020
Bermudas;Mercadorias e produt..;26577;2020
Bermudas;Metais comuns e suas..;95925;2020
Bermudas;Obras de pedra, gess..;37739;2020
Bermudas;Pastas de madeira ou..;2522;2020
Bermudas;Peles, couros, peles..;491;2020
Bermudas;Plásticos e suas obr..;11889;2020
Bermudas;Produtos das indústr..;33385;2020
Bermudas;Produtos das indútri..;49344;2020
Bermudas;Produtos do reino ve..;47964;2020
Bermudas;Produtos minerais;1910423;2020
Bolívia;Animais vivos e prod..;18971172;2020
Bolívia;"Armas e munições; su..";55988;2020
Bolívia;Calçado, chapéus e a..;23712293;2020
Bolívia;Gorduras e óleos ani..;10523003;2020
Bolívia;Instrumentos e apare..;9410685;2020
Bolívia;Madeira, carvão vege..;12799643;2020
Bolívia;Máquinas e aparelhos..;207678703;2020
Bolívia;Material de transpor..;63281848;2020
Bolívia;Matérias têxteis e s..;17956207;2020
Bolívia;Mercadorias e produt..;28907521;2020
Bolívia;Metais comuns e suas..;190175708;2020
Bolívia;Objetos de arte, de ..;271;2020
Bolívia;Obras de pedra, gess..;26137785;2020
Bolívia;Pastas de madeira ou..;62987312;2020
Bolívia;Peles, couros, peles..;550213;2020
Bolívia;Pérolas naturais ou ..;124700;2020
Bolívia;Plásticos e suas obr..;81942909;2020
Bolívia;Produtos das indústr..;109248712;2020
Bolívia;Produtos das indútri..;125665151;2020
Bolívia;Produtos do reino ve..;15962585;2020
Bolívia;Produtos minerais;19047344;2020
Bonaire, Saint Eustatius e Saba;Animais vivos e prod..;1257720;2020
Bonaire, Saint Eustatius e Saba;Calçado, chapéus e a..;16439;2020
Bonaire, Saint Eustatius e Saba;Gorduras e óleos ani..;36;2020
Bonaire, Saint Eustatius e Saba;Instrumentos e apare..;8569;2020
Bonaire, Saint Eustatius e Saba;Madeira, carvão vege..;697392;2020
Bonaire, Saint Eustatius e Saba;Máquinas e aparelhos..;36016;2020
Bonaire, Saint Eustatius e Saba;Material de transpor..;42266;2020
Bonaire, Saint Eustatius e Saba;Matérias têxteis e s..;14679;2020
Bonaire, Saint Eustatius e Saba;Mercadorias e produt..;197235;2020
Bonaire, Saint Eustatius e Saba;Metais comuns e suas..;165197;2020
Bonaire, Saint Eustatius e Saba;Obras de pedra, gess..;274313;2020
Bonaire, Saint Eustatius e Saba;Pastas de madeira ou..;125;2020
Bonaire, Saint Eustatius e Saba;Peles, couros, peles..;25;2020
Bonaire, Saint Eustatius e Saba;Pérolas naturais ou ..;1078;2020
Bonaire, Saint Eustatius e Saba;Plásticos e suas obr..;25704;2020
Bonaire, Saint Eustatius e Saba;Produtos das indústr..;53198;2020
Bonaire, Saint Eustatius e Saba;Produtos das indútri..;49707;2020
Bonaire, Saint Eustatius e Saba;Produtos minerais;266;2020
Bósnia-Herzegovina;Animais vivos e prod..;17642;2020
Bósnia-Herzegovina;Calçado, chapéus e a..;70883;2020
Bósnia-Herzegovina;Gorduras e óleos ani..;141;2020
Bósnia-Herzegovina;Instrumentos e apare..;48;2020
Bósnia-Herzegovina;Madeira, carvão vege..;103852;2020
Bósnia-Herzegovina;Máquinas e aparelhos..;1067717;2020
Bósnia-Herzegovina;Matérias têxteis e s..;1290;2020
Bósnia-Herzegovina;Mercadorias e produt..;646;2020
Bósnia-Herzegovina;Metais comuns e suas..;108125;2020
Bósnia-Herzegovina;Obras de pedra, gess..;147;2020
Bósnia-Herzegovina;Pastas de madeira ou..;33;2020
Bósnia-Herzegovina;Plásticos e suas obr..;609;2020
Bósnia-Herzegovina;Produtos das indústr..;8847;2020
Bósnia-Herzegovina;Produtos das indútri..;120837;2020
Bósnia-Herzegovina;Produtos do reino ve..;15256;2020
Bósnia-Herzegovina;Produtos minerais;4143;2020
Botsuana;Animais vivos e prod..;18535;2020
Botsuana;"Armas e munições; su..";600000;2020
Botsuana;Calçado, chapéus e a..;49038;2020
Botsuana;Instrumentos e apare..;712;2020
Botsuana;Máquinas e aparelhos..;699374;2020
Botsuana;Material de transpor..;5229;2020
Botsuana;Mercadorias e produt..;98899;2020
Botsuana;Metais comuns e suas..;29052;2020
Botsuana;Obras de pedra, gess..;109;2020
Botsuana;Pastas de madeira ou..;636200;2020
Botsuana;Peles, couros, peles..;2991;2020
Botsuana;Plásticos e suas obr..;3174;2020
Botsuana;Produtos das indútri..;335915;2020
Botsuana;Produtos do reino ve..;11486;2020
Brasil;Animais vivos e prod..;96;2020
Brasil;Matérias têxteis e s..;118;2020
Brasil;Mercadorias e produt..;174;2020
Brasil;Metais comuns e suas..;4995;2020
Brasil;Pastas de madeira ou..;4424;2020
Brasil;Pérolas naturais ou ..;720;2020
Brasil;Produtos das indústr..;12946;2020
Brasil;Produtos das indútri..;99;2020
Brasil;Produtos do reino ve..;8;2020
Brasil;Produtos minerais;6630580;2020
Brunei;Animais vivos e prod..;88217;2020
Brunei;Calçado, chapéus e a..;189416;2020
Brunei;Instrumentos e apare..;241715;2020
Brunei;Máquinas e aparelhos..;26159;2020
Brunei;Matérias têxteis e s..;200;2020
Brunei;Mercadorias e produt..;325;2020
Brunei;Metais comuns e suas..;15256;2020
Brunei;Pastas de madeira ou..;380;2020
Brunei;Plásticos e suas obr..;516;2020
Brunei;Produtos das indústr..;3048;2020
Brunei;Produtos das indútri..;179744;2020
Brunei;Produtos minerais;3243;2020
Bulgária;Animais vivos e prod..;532167;2020
Bulgária;"Armas e munições; su..";89519;2020
Bulgária;Calçado, chapéus e a..;1087347;2020
Bulgária;Gorduras e óleos ani..;9826;2020
Bulgária;Instrumentos e apare..;512252;2020
Bulgária;Madeira, carvão vege..;233254;2020
Bulgária;Máquinas e aparelhos..;2214449;2020
Bulgária;Material de transpor..;27183;2020
Bulgária;Matérias têxteis e s..;909823;2020
Bulgária;Mercadorias e produt..;13606;2020
Bulgária;Metais comuns e suas..;286632;2020
Bulgária;Obras de pedra, gess..;333324;2020
Bulgária;Pastas de madeira ou..;105871;2020
Bulgária;Peles, couros, peles..;6003;2020
Bulgária;Pérolas naturais ou ..;23043;2020
Bulgária;Plásticos e suas obr..;368956;2020
Bulgária;Produtos das indústr..;339508;2020
Bulgária;Produtos das indútri..;6769468;2020
Bulgária;Produtos do reino ve..;1996720;2020
Bulgária;Produtos minerais;68363769;2020
Burkina Faso;"Armas e munições; su..";792493;2020
Burkina Faso;Instrumentos e apare..;8149;2020
Burkina Faso;Máquinas e aparelhos..;1814363;2020
Burkina Faso;Material de transpor..;182641;2020
Burkina Faso;Matérias têxteis e s..;50;2020
Burkina Faso;Mercadorias e produt..;519;2020
Burkina Faso;Metais comuns e suas..;33291;2020
Burkina Faso;Obras de pedra, gess..;58741;2020
Burkina Faso;Pastas de madeira ou..;10391;2020
Burkina Faso;Plásticos e suas obr..;73821;2020
Burkina Faso;Produtos das indústr..;134432;2020
Burkina Faso;Produtos das indútri..;116535;2020
Burkina Faso;Produtos do reino ve..;249150;2020
Burkina Faso;Produtos minerais;2214771;2020
Burundi;Máquinas e aparelhos..;420;2020
Burundi;Matérias têxteis e s..;164;2020
Burundi;Metais comuns e suas..;114;2020
Butão;Material de transpor..;173;2020
Butão;Produtos das indústr..;213;2020
